pfrid,team,position,full_name,First*(actual_fantasy_points),fantasy_points_FP,fantasy_points_NFL,fantasy_points_CBS,fox,fantasy_points2,min,max,avg,opp_def_rank_nf,fantasy_points_nf,fantasy_points_fd,salary_fd,value_fd,overall_rank_nf,position_rank_nf,Confidence,opponent,FFPts,Grade,FanDuel (Projected points),FanDuel (Price),FanDuel ($/point),FanDuel (Value),performance,variability,changevs,homeaway,#,QB,#(2),RB,#(3),RB-PPR,#(4),WR,#(5),WR-PPR,#(6),TE,#(7),TE-PP,#(8),K,#(9),OFF,#(10),OFF-PPR,#(11),DEF
JeffAl00,CHI,WR,Alshon Jeffery,3.8,10.26,13.52,9.45,10.1,10.88,3.8,24.7,16.3,1,9.46,12.26,7500,1.63,63,16,9.46,DEN,9.9,B-Game,13.2,7500,569,1.76,11.08714286,20.9,-5.212857143,1,1,9.2,21,20.2,20,26.1,1,11.8,1,22.1,12,6.3,9,10.2,12,6.6,1,54,1,74.2,28,9.8
AndrAn00,TEN,RB,Antonio Andrews,0.8,3.319,7.77,4.37,5.8,2.685,0.8,12.9,8.042857143,23,9.4,10.37,5600,1.85,64,19,9.4,JAX,7.1,C-Game,7.8,5600,716.6,1.4,7.489857143,12.1,-0.553,2,21,17.2,22,20.6,27,27.8,15,22,16,35.5,23,9.3,23,14.5,24,8.2,22,77.3,25,103.1,30,10.6
LaFeBr00,NE,WR,Brandon LaFell,7.6,15.31,11.22,8.6,8.8,9.18,3.5,12.7,7.625,10,9.37,11.66,6900,1.69,66,18,9.37,BUF,9.9,B-Game,12.3,6900,562.6,1.78,11.11857143,9.2,3.493571429,1,8,14.8,20,19.9,17,24.5,13,21.8,17,35.5,6,5.1,7,9.5,3,5.9,8,67.5,12,90.2,18,7.7
LandJa00,MIA,WR,Jarvis Landry,15.3,9.476,11.52,9.28,8.2,8.38,8.9,23.3,15.24,22,9.37,12.46,7200,1.73,66,18,9.37,DAL,9.9,B-Game,13.3,7200,542,1.85,10.68228571,14.4,-4.557714286,1,4,13.9,19,19.7,18,24.9,6,17.4,5,27.9,5,5,6,9.1,15,7.4,6,63.3,3,83.2,25,9.1
OlseGr00,CAR,TE,Greg Olsen,12,15.04,12.7,16.1,6.7,6.86,1.6,29.4,13.21111111,15,9.14,11.77,6400,1.84,67,2,9.14,WAS,11.2,A-Game,14.1,6400,455.3,2.2,12.57,27.8,-0.641111111,1,13,16.5,8,15.8,7,19.7,20,24.3,13,35.1,9,5.5,10,10.3,13,6.8,11,68.9,7,88.4,12,6.9
SandEm00,DEN,WR,Emmanuel Sanders,0,8.96,15.93,10.27,7.5,7.65,3.2,24.7,13.8625,25,9.13,11.28,7600,1.48,68,19,9.13,CHI,7.7,C-Game,9.8,7600,772.8,1.29,10.64285714,21.5,-3.219642857,2,20,17.1,11,15.9,11,20.2,16,23.4,14,35.3,7,5.2,5,9.1,28,8.5,16,70.1,11,90.1,26,9.4
StarJa00,GB,RB,James Starks,12.6,6.29,2.65,5.625,9.9,6.136,0.2,24.2,9.8,16,9.12,10.51,6200,1.7,69,20,9.12,MIN,7.8,C-Game,8.9,6200,693.6,1.44,7.459285714,24,-2.340714286,2,14,16.5,7,15.7,6,19.6,10,21.2,12,33.8,20,9,22,14.3,11,6.4,10,68.8,13,90.7,7,6.4
DeckEr00,NYJ,WR,Eric Decker,17.5,15.25,13,8.77,7.1,8.06,10.7,19.7,14.5875,13,8.95,11.23,7000,1.6,70,20,8.95,HOU,10,B-Game,12.5,7000,560.5,1.78,11.23571429,9,-3.351785714,2,17,16.9,28,21.4,25,27.5,9,21.1,10,32.5,10,6.2,11,10.5,8,6.3,18,71.8,14,93.7,19,7.7
CrabMi00,OAK,WR,Michael Crabtree,7.5,15.36,5.2,8.14,10.4,10.26,5.6,26.3,13.34444444,27,8.92,11.35,6500,1.75,71,21,8.92,DET,10,B-Game,13.1,6500,495.7,2.02,10.14142857,20.7,-3.203015873,2,31,21,23,20.8,19,25.6,27,26.6,27,41.9,26,10.5,26,16,21,7.8,31,86.7,31,112.3,20,8.2
AmenDa00,NE,WR,Danny Amendola,12.9,9.317,3.6,7.65,9.1,9.99,1.6,18.6,8.155555556,10,8.84,11.33,6100,1.86,72,22,8.84,BUF,9.2,B-Game,12.1,6100,503.3,1.99,8.811,17,0.655444444,1,8,14.8,20,19.9,17,24.5,13,21.8,17,35.5,6,5.1,7,9.5,3,5.9,8,67.5,12,90.2,18,7.7
DiggSt00,MIN,WR,Stefon Diggs,6.6,8.184,13,7.88,7.5,7.46,5.7,20.7,13.26666667,21,8.76,10.79,6700,1.61,73,23,8.76,GB,9.8,B-Game,12.1,6700,555.4,1.8,9.924857143,15,-3.341809524,1,26,18.5,16,18.5,16,23.2,25,25.5,22,38,17,8.3,16,13.3,10,6.4,21,77.2,21,99.4,1,3.9
AikeKa00,BAL,WR,Kamar Aiken,10.8,9.07,11.3,9.75,10.2,10.07,0.4,16.2,8.325,2,8.69,11.29,5900,1.91,74,24,8.69,STL,8,B-Game,10.6,5900,557.7,1.79,9.912857143,15.8,1.587857143,1,3,13.8,18,19.6,24,26.8,2,13.7,2,26.2,16,7.9,19,13.5,27,8.4,5,63.3,9,88.7,22,8.6
ForsJu00,BAL,RB,Justin Forsett,8.4,6.082,8.76,5.755,13.8,8.077,4.9,25,11.58888889,2,8.65,10.15,6900,1.47,75,21,8.65,STL,11.7,B-Game,13.2,6900,523.9,1.91,8.749571429,20.1,-2.83931746,1,3,13.8,18,19.6,24,26.8,2,13.7,2,26.2,16,7.9,19,13.5,27,8.4,5,63.3,9,88.7,22,8.6
MattJo00,PHI,WR,Jordan Matthews,3.6,8.49,6.3,8.12,9.9,9.72,2.9,23.8,10.07777778,18,8.6,11.21,6300,1.78,76,25,8.6,TB,8.9,B-Game,11.7,6300,537.4,1.86,9.002857143,20.9,-1.074920635,1,24,17.8,9,15.9,8,19.7,22,24.5,24,38.4,13,7.4,12,12.1,22,8,20,73.4,20,95.9,27,9.4
BrowJo02,ARI,WR,John Brown,0,7.306,10.2,9.83,7.7,8.24,7,22.6,13.14285714,11,8.3,10.42,5700,1.83,77,26,8.3,CIN,7,C-Game,8.8,5700,649.6,1.54,9.022285714,15.6,-4.120571429,1,2,13.5,15,17.1,14,22.9,7,18.2,8,29.2,11,6.3,15,12.8,6,6,2,61,5,84.4,6,6.2
JackDe00,WAS,WR,DeSean Jackson,5.4,7.593,4.22,6.36,8.5,9.13,3,5.4,4.2,7,8.15,10.14,6100,1.66,79,27,8.15,CAR,6.9,C-Game,8.4,6100,724.8,1.38,7.573285714,2.4,3.373285714,2,5,14,17,19.5,23,26.2,4,16.2,6,28.7,15,7.9,13,12.5,14,7.3,7,64.8,8,88.6,3,4.9
HurnAl01,JAC,WR,Allen Hurns,14.7,13.99,12.4,13.22,8.7,9.05,6.5,23.1,14.46666667,12,8.04,10.03,7500,1.34,80,28,8.04,TEN,9.9,B-Game,12.1,7500,618.4,1.62,11.11714286,16.6,-3.34952381,1,22,17.4,5,13.8,3,16.7,11,21.4,9,31.4,28,11,27,16.3,2,5.7,13,69.3,6,87.4,32,13.7
HillJe01,CIN,RB,Jeremy Hill,3.5,4.039,2.41,3.722,7.8,3.881,0.6,24,8.655555556,6,7.83,9.39,6500,1.44,81,23,7.83,ARI,7.6,C-Game,8,6500,812.7,1.23,6.174428571,23.4,-2.481126984,2,12,16.3,12,16.3,12,21.6,19,24.3,18,36.1,1,3.8,1,7.9,18,7.5,9,68,10,89.3,11,6.9
BernGi00,CIN,RB,Giovani Bernard,10.4,6.269,9.41,5.325,10.8,6.584,4.4,15.4,11.05555556,6,7.76,9.43,6300,1.5,82,24,7.76,ARI,9,C-Game,10.4,6300,607.3,1.65,8.050571429,11,-3.004984127,2,12,16.3,12,16.3,12,21.6,19,24.3,18,36.1,1,3.8,1,7.9,18,7.5,9,68,10,89.3,11,6.9
HillRo00,DEN,RB,Ronnie Hillman,12.1,5.674,8.99,5.05,11.5,7.259,0.1,18,8.8,25,7.75,8.55,6200,1.38,83,25,7.75,CHI,7.8,C-Game,8.3,6200,751.4,1.33,7.437714286,17.9,-1.362285714,2,20,17.1,11,15.9,11,20.2,16,23.4,14,35.3,7,5.2,5,9.1,28,8.5,16,70.1,11,90.1,26,9.4
WillKa01,BUF,RB,Karlos Williams,11.5,2.999,6.5,4.246,4.1,1.443,10.7,23,14.7,14,7.73,8.76,5700,1.54,84,26,7.73,NE,7.5,C-Game,8.3,5700,687,1.46,6.609285714,12.3,-8.090714286,2,23,17.4,6,13.9,10,20,21,24.4,23,38,14,7.8,14,12.8,5,6,14,69.5,15,94.2,2,4.5
GrahJi00,SEA,TE,Jimmy Graham,5.6,13.47,14.1,13.95,7.7,7.44,1.6,18,9.066666667,29,7.54,9.64,5800,1.66,86,4,7.54,SF,7.8,B-Game,10.3,5800,563.3,1.78,10.93428571,16.4,1.867619048,1,25,18.1,26,21.1,28,28.4,24,25.3,25,38.5,18,8.4,20,13.9,7,6.2,24,79.1,27,105,29,9.9
MattRi00,MIA,WR,Rishard Matthews,12.2,7.555,10.6,6.81,7.9,7.91,2.1,26.3,12.23333333,22,7.46,9.24,6400,1.44,87,29,7.46,DAL,8.1,B-Game,10.1,6400,632.6,1.58,8.460714286,24.2,-3.772619048,1,4,13.9,19,19.7,18,24.9,6,17.4,5,27.9,5,5,6,9.1,15,7.4,6,63.3,3,83.2,25,9.1
EifeTy00,CIN,TE,Tyler Eifert,4.1,14.03,13.6,13.19,5.7,6.45,4.1,26.9,15,6,7.37,9.65,6200,1.56,88,5,7.37,ARI,9,A-Game,11.2,6200,552.6,1.81,10.91571429,22.8,-4.084285714,2,12,16.3,12,16.3,12,21.6,19,24.3,18,36.1,1,3.8,1,7.9,18,7.5,9,68,10,89.3,11,6.9
AdamDa01,GB,WR,Davante Adams,12.9,8.39,10.4,6.19,8,8.54,1.3,20.8,9.74,16,7.25,9.98,6800,1.47,89,30,7.25,MIN,8.5,B-Game,10.8,6800,629.9,1.59,8.608571429,19.5,-1.131428571,2,14,16.5,7,15.7,6,19.6,10,21.2,12,33.8,20,9,22,14.3,11,6.4,10,68.8,13,90.7,7,6.4
ReedJo02,WAS,TE,Jordan Reed,16.4,7.47,11.3,5.93,5.7,6.63,4.2,24.7,13.45714286,7,7.25,9.63,5800,1.66,90,6,7.25,CAR,8.9,A-Game,11.4,5800,508.6,1.97,8.604285714,20.5,-4.852857143,2,5,14,17,19.5,23,26.2,4,16.2,6,28.7,15,7.9,13,12.5,14,7.3,7,64.8,8,88.6,3,4.9
AbduAm00,DET,RB,Ameer Abdullah,2.7,3.366,1.39,4.757,3.2,2.25,0.3,17.4,5.9,31,7.18,8.58,5300,1.62,91,28,7.18,OAK,3.2,C-Game,3.7,5300,1445.9,0.69,5.164714286,17.1,-0.735285714,1,27,18.9,24,20.9,26,27.7,14,22,21,36.7,31,12.9,32,18.7,31,10,30,84.6,30,112,17,7.7
BennMa00,CHI,TE,Martellus Bennett,3.3,7.22,12.6,5.81,6.1,6.65,3.3,19.8,9.1,1,6.98,9.35,5200,1.8,93,7,6.98,DEN,6.6,B-Game,8.9,5200,581.2,1.72,8.262857143,16.5,-0.837142857,1,1,9.2,21,20.2,20,26.1,1,11.8,1,22.1,12,6.3,9,10.2,12,6.6,1,54,1,74.2,28,9.8
TateGo00,DET,WR,Golden Tate,8.3,8.315,5.93,8.45,8.4,8.97,2.4,13,7.933333333,31,6.65,8.87,6200,1.43,95,32,6.65,OAK,7.9,C-Game,10.6,6200,585.6,1.71,7.923571429,10.6,-0.009761905,1,27,18.9,24,20.9,26,27.7,14,22,21,36.7,31,12.9,32,18.7,31,10,30,84.6,30,112,17,7.7
AustTa00,STL,WR,Tavon Austin,3.3,7.324,3.04,3.57,5.3,5.787,3.3,26.6,12,17,6.55,8.28,6000,1.38,97,33,6.55,BAL,8.5,B-Game,10.2,6000,587.4,1.7,6.502,23.3,-5.498,2,30,20.9,14,17,15,23.1,30,28.9,29,42.6,3,4.5,2,8.5,32,10.4,27,81.6,28,105.4,8,6.4
EbroEr00,DET,TE,Eric Ebron,4.8,6.68,10.6,12.61,5.3,6.06,3.2,17.4,9.071428571,31,6.57,8.75,5400,1.62,97,8,6.57,OAK,7.1,B-Game,8.9,5400,604,1.66,8.668571429,14.2,-0.402857143,1,27,18.9,24,20.9,26,27.7,14,22,21,36.7,31,12.9,32,18.7,31,10,30,84.6,30,112,17,7.7
WashNa00,HOU,WR,Nate Washington,4.2,7.2,2.4,6.55,7.7,8.08,4.2,29.2,12.71666667,4,6.48,7.94,5600,1.42,98,34,6.48,NYJ,6.2,C-Game,7.8,5600,714,1.4,6.407142857,25,-6.30952381,1,6,14,3,12.6,4,16.8,12,21.8,11,33.3,8,5.2,8,9.7,17,7.4,3,61.1,2,81.3,14,7.4
KelcTr00,KC,TE,Travis Kelce,6.1,8.23,11.2,8.76,7.9,7.43,5,25.6,11.54444444,28,6.39,8.25,5700,1.45,100,9,6.39,SD,9.3,A-Game,11.7,5700,488.4,2.05,8.702857143,20.6,-2.841587302,2,19,17,32,25.3,32,30.8,8,18.9,7,28.7,25,9.6,21,14.3,29,8.8,25,79.6,22,99.5,24,8.9
BellJo01,DET,RB,Joique Bell,4.5,4.55,1.23,3.894,9.4,6.069,2.8,6.9,4.9,31,6.27,7.92,5400,1.47,101,30,6.27,OAK,6.7,C-Game,7.3,5400,736.9,1.36,5.347714286,4.1,0.447714286,1,27,18.9,24,20.9,26,27.7,14,22,21,36.7,31,12.9,32,18.7,31,10,30,84.6,30,112,17,7.7
ClayCh00,BUF,TE,Charles Clay,7.7,6.44,10.1,6.53,6.4,6.83,1.1,16.7,8.088888889,14,6.37,8.42,5200,1.62,101,10,6.37,NE,5.7,C-Game,8,5200,653.9,1.53,7.461428571,15.6,-0.627460317,2,23,17.4,6,13.9,10,20,21,24.4,23,38,14,7.8,14,12.8,5,6,14,69.5,15,94.2,2,4.5
WilsMa02,CHI,WR,Marquess Wilson,0.6,3.93,2.1,3.42,6.3,6.71,0.6,17.5,5.975,1,6.2,7.9,5100,1.55,104,36,6.2,DEN,4.1,C-Game,4.9,5100,1036.6,0.96,4.95,16.9,-1.025,1,1,9.2,21,20.2,20,26.1,1,11.8,1,22.1,12,6.3,9,10.2,12,6.6,1,54,1,74.2,28,9.8
WillTe01,DAL,WR,Terrance Williams,4.3,5.84,3.6,5.55,6,6.04,3,16.4,7.725,26,6.16,7.44,5300,1.4,105,37,6.16,MIA,6.3,C-Game,7.8,5300,682.3,1.47,6.078571429,13.4,-1.646428571,2,18,17,31,24.4,31,28.9,17,23.7,15,35.5,19,8.6,17,13.3,16,7.4,26,81,23,102,21,8.5
GreeDo00,TEN,WR,Dorial Green-Beckham,0,6.06,2.9,4.19,7.3,8.06,1.7,10.2,7.22,23,6.11,7.75,5500,1.41,106,38,6.11,JAX,6.4,C-Game,8,5500,686.2,1.46,5.874285714,8.5,-1.345714286,2,21,17.2,22,20.6,27,27.8,15,22,16,35.5,23,9.3,23,14.5,24,8.2,22,77.3,25,103.1,30,10.6
CrowJa00,WAS,WR,Jamison Crowder,14,5.994,5.04,4.57,5.3,6.5,0.7,15.5,8.377777778,7,6.06,8.18,5800,1.41,107,39,6.06,CAR,5.9,C-Game,8.1,5800,719,1.39,6.286285714,14.8,-2.091492063,2,5,14,17,19.5,23,26.2,4,16.2,6,28.7,15,7.9,13,12.5,14,7.3,7,64.8,8,88.6,3,4.9
WalkHu00,TEN,TE,Delanie Walker,6.7,7.12,12.5,5.48,7.2,8.03,5.6,33,12.4125,23,6.01,7.87,5700,1.38,109,11,6.01,JAX,8.8,A-Game,12,5700,477,2.1,8.141428571,27.4,-4.271071429,2,21,17.2,22,20.6,27,27.8,15,22,16,35.5,23,9.3,23,14.5,24,8.2,22,77.3,25,103.1,30,10.6
JoneJa04,GB,WR,James Jones,0,5.74,12.3,6.32,7.7,7.69,0.7,23.4,12.0375,16,5.63,6.65,5200,1.28,111,40,5.63,MIN,6.7,C-Game,8.3,5200,628.5,1.59,7.224285714,22.7,-4.813214286,2,14,16.5,7,15.7,6,19.6,10,21.2,12,33.8,20,9,22,14.3,11,6.4,10,68.8,13,90.7,7,6.4
RodgRi00,GB,TE,Richard Rodgers,11.7,4.82,10.9,3.91,4.9,5.15,2.5,17.8,9.022222222,16,5.71,7.54,5400,1.4,111,13,5.71,MIN,4.9,C-Game,6.7,5400,800.8,1.25,6.47,15.3,-2.552222222,2,14,16.5,7,15.7,6,19.6,10,21.2,12,33.8,20,9,22,14.3,11,6.4,10,68.8,13,90.7,7,6.4
ErtzZa00,PHI,TE,Zach Ertz,10.3,5.64,5.5,4.72,6.3,6.58,2.1,10.3,6.244444444,18,5.49,7.28,5200,1.4,114,14,5.49,TB,6.3,C-Game,8.2,5200,633.2,1.58,6.045714286,8.2,-0.198730159,1,24,17.8,9,15.9,8,19.7,22,24.5,24,38.4,13,7.4,12,12.1,22,8,20,73.4,20,95.9,27,9.4
GillCr00,BAL,TE,Crockett Gillmore,12.2,5.2,1.4,6.16,5.2,5.13,3.3,23.3,9.2,2,5.23,6.69,5300,1.26,116,15,5.23,STL,5.9,C-Game,7.5,5300,711.3,1.41,5.344285714,20,-3.855714286,1,3,13.8,18,19.6,24,26.8,2,13.7,2,26.2,16,7.9,19,13.5,27,8.4,5,63.3,9,88.7,22,8.6
WittJa00,DAL,TE,Jason Witten,6.7,7.65,11.6,7.88,8.7,9.42,2.6,22,8.777777778,26,5.23,7.57,5500,1.38,116,15,5.23,MIA,7.7,B-Game,10.2,5500,537.3,1.86,7.908571429,19.4,-0.869206349,2,18,17,31,24.4,31,28.9,17,23.7,15,35.5,19,8.6,17,13.3,16,7.4,26,81,23,102,21,8.5
RiddTh00,DET,RB,Theo Riddick,4.1,6.607,1.82,6.504,4.2,3.762,4.1,16.3,8.466666667,31,5.08,6.68,5100,1.31,118,33,5.08,OAK,6.7,C-Game,9.1,5100,560.8,1.78,5.838714286,12.2,-2.627952381,1,27,18.9,24,20.9,26,27.7,14,22,21,36.7,31,12.9,32,18.7,31,10,30,84.6,30,112,17,7.7
ThomJu00,JAC,TE,Julius Thomas,3.3,5.21,10.9,4.79,4.6,4.87,0.9,17.3,5.48,12,5.17,7.03,5200,1.35,118,17,5.17,TEN,5.4,C-Game,7.2,5200,722.5,1.38,6.495714286,16.4,1.015714286,1,22,17.4,5,13.8,3,16.7,11,21.4,9,31.4,28,11,27,16.3,2,5.7,13,69.3,6,87.4,32,13.7
GarcPi00,WAS,WR,Pierre Garcon,2,6.57,11.6,7.1,4.7,5.23,2,15,9.166666667,7,5.06,6.88,6000,1.15,119,42,5.06,CAR,5.9,C-Game,8,6000,749,1.34,7.181428571,13,-1.985238095,2,5,14,17,19.5,23,26.2,4,16.2,6,28.7,15,7.9,13,12.5,14,7.3,7,64.8,8,88.6,3,4.9
DougHa00,TEN,WR,Harry Douglas,4.1,6.129,4.9,4.06,9.1,9.26,0.8,9.8,4.557142857,23,5,6.7,5300,1.26,120,43,5,JAX,5.2,C-Game,7.3,5300,729.4,1.37,5.584142857,9,1.027,2,21,17.2,22,20.6,27,27.8,15,22,16,35.5,23,9.3,23,14.5,24,8.2,22,77.3,25,103.1,30,10.6
ShorCe00,HOU,WR,Cecil Shorts,3.1,6.2,10.7,4.88,,,3.1,15.7,8.333333333,4,4.95,6.9,5400,1.28,121,44,4.95,NYJ,5.5,C-Game,7.5,5400,723.1,1.38,6.582857143,12.6,-1.75047619,1,6,14,3,12.6,4,16.8,12,21.8,11,33.3,8,5.2,8,9.7,17,7.4,3,61.1,2,81.3,14,7.4
CotcJe00,CAR,WR,Jerricho Cotchery,1.6,3.79,2.3,5.07,5.9,5.94,1.6,12.5,4.728571429,15,4.91,6.04,4700,1.29,122,45,4.91,WAS,4.6,C-Game,6.1,4700,775.9,1.29,4.731428571,10.9,0.002857143,1,13,16.5,8,15.8,7,19.7,20,24.3,13,35.1,9,5.5,10,10.3,13,6.8,11,68.9,7,88.4,12,6.9
KearJe01,SEA,WR,Jermaine Kearse,1.5,5.14,3.21,5.87,6.6,6.63,1.5,11.6,8.633333333,29,4.87,6.43,5200,1.24,125,47,4.87,SF,4.7,C-Game,6,5200,866.5,1.15,5.198571429,10.1,-3.434761905,1,25,18.1,26,21.1,28,28.4,24,25.3,25,38.5,18,8.4,20,13.9,7,6.2,24,79.1,27,105,29,9.9
BaldDo00,SEA,WR,Doug Baldwin,22.9,6.85,12.71,7.59,8,7.91,2.9,22.9,9.433333333,29,4.82,6.37,5400,1.18,127,48,4.82,SF,6.7,C-Game,8.8,5400,613.1,1.63,7.422857143,20,-2.01047619,1,25,18.1,26,21.1,28,28.4,24,25.3,25,38.5,18,8.4,20,13.9,7,6.2,24,79.1,27,105,29,9.9
DaviVe00,DEN,TE,Vernon Davis,2.9,3.92,3.5,4.82,2.9,3.06,2.9,8.7,6.26,25,4.78,6.16,5000,1.23,128,19,4.78,CHI,3.1,C-Game,4.2,5000,1204.5,0.83,4.594285714,5.8,-1.665714286,2,20,17.1,11,15.9,11,20.2,16,23.4,14,35.3,7,5.2,5,9.1,28,8.5,16,70.1,11,90.1,26,9.4
FuncDe00,CAR,WR,Devin Funchess,5.1,4.08,8.8,4.37,4.5,4.07,1.3,14.6,4.025,15,4.71,5.95,5100,1.17,129,49,4.71,WAS,5.7,C-Game,7.2,5100,710.6,1.41,5.688571429,13.3,1.663571429,1,13,16.5,8,15.8,7,19.7,20,24.3,13,35.1,9,5.5,10,10.3,13,6.8,11,68.9,7,88.4,12,6.9
JoneMa02,CIN,WR,Marvin Jones,5.6,7.071,12,5.67,6,6.59,1.5,20,9.033333333,6,4.69,6.22,5400,1.15,130,50,4.69,ARI,7.6,C-Game,9.8,5400,553.2,1.81,7.163,18.5,-1.870333333,2,12,16.3,12,16.3,12,21.6,19,24.3,18,36.1,1,3.8,1,7.9,18,7.5,9,68,10,89.3,11,6.9
CameJo00,MIA,TE,Jordan Cameron,1,3.96,5.2,3.92,6.9,6.9,1,10.5,4.811111111,22,4.41,5.58,4900,1.14,132,20,4.41,DAL,4.6,C-Game,5.8,4900,840.8,1.19,4.754285714,9.5,-0.056825397,1,4,13.9,19,19.7,18,24.9,6,17.4,5,27.9,5,5,6,9.1,15,7.4,6,63.3,3,83.2,25,9.1
LockTy00,SEA,WR,Tyler Lockett,1.2,4.411,1.71,5.2,0,0,1.2,16.4,6.575,29,4.38,5.47,5200,1.05,134,52,4.38,SF,5.2,C-Game,6.6,5200,785.6,1.27,4.593,15.2,-1.982,1,25,18.1,26,21.1,28,28.4,24,25.3,25,38.5,18,8.4,20,13.9,7,6.2,24,79.1,27,105,29,9.9
SimsCh00,TB,RB,Charles Sims,4.1,5.06,2.18,4.032,4.9,2.982,4.1,15.6,8.255555556,5,4.35,5.35,5200,1.03,134,36,4.35,PHI,7,C-Game,8.2,5200,636.7,1.57,4.788857143,11.5,-3.466698413,2,16,16.8,2,12.2,1,16.1,31,29,32,44.6,2,4.2,4,8.9,20,7.8,15,70,16,94.2,16,7.5
ElliAn00,ARI,RB,Andre Ellington,16.3,4.009,8,5.27,5.7,3.952,6.4,16.3,10.7,11,4.31,4.92,5400,0.91,135,37,4.31,CIN,7.1,C-Game,8.3,5400,653.3,1.53,5.588428571,9.9,-5.111571429,1,2,13.5,15,17.1,14,22.9,7,18.2,8,29.2,11,6.3,15,12.8,6,6,2,61,5,84.4,6,6.2
JoneMa04,WAS,RB,Matt Jones,26.2,3.073,5.36,4.022,5.1,2.613,1.1,26.2,9.775,7,4.31,4.83,6100,0.79,135,37,4.31,CAR,7.6,C-Game,8.7,6100,702.7,1.42,4.943571429,25.1,-4.831428571,2,5,14,17,19.5,23,26.2,4,16.2,6,28.7,15,7.9,13,12.5,14,7.3,7,64.8,8,88.6,3,4.9
FellDa01,ARI,TE,Darren Fells,3.6,3,1,3.05,4.8,5.04,1.4,16.2,5.783333333,11,4.26,5.21,4800,1.09,138,21,4.26,CIN,1.8,C-Game,2.2,4800,2171.7,0.46,3.282857143,14.8,-2.50047619,1,2,13.5,15,17.1,14,22.9,7,18.2,8,29.2,11,6.3,15,12.8,6,6,2,61,5,84.4,6,6.2
CookJa02,STL,TE,Jared Cook,4.5,3.86,2.5,3.94,7.4,7.82,0.9,14.7,5.111111111,17,4.24,5.58,4800,1.16,139,22,4.24,BAL,4.8,C-Game,6.2,4800,768.2,1.3,4.365714286,13.8,-0.745396825,2,30,20.9,14,17,15,23.1,30,28.9,29,42.6,3,4.5,2,8.5,32,10.4,27,81.6,28,105.4,8,6.4
GiveCh00,BAL,WR,Chris Givens,11.7,6.037,3.8,6.13,6.4,6.13,1.2,11.7,4.716666667,2,4.26,5.65,4500,1.26,139,54,4.26,STL,6.7,C-Game,8.7,4500,515.1,1.94,5.548142857,10.5,0.83147619,1,3,13.8,18,19.6,24,26.8,2,13.7,2,26.2,16,7.9,19,13.5,27,8.4,5,63.3,9,88.7,22,8.6
SproDa00,PHI,RB,Darren Sproles,5.9,5.111,4.42,7.521,5,4.239,1.2,17.6,6.744444444,18,4.1,5.44,5400,1.01,142,39,4.1,TB,6.1,C-Game,7.8,5400,695.3,1.44,5.498857143,16.4,-1.245587302,1,24,17.8,9,15.9,8,19.7,22,24.5,24,38.4,13,7.4,12,12.1,22,8,20,73.4,20,95.9,27,9.4
